OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountTherapyEndTreatment_LI_GuidedSelfHelpBook,CountTherapyEndTreatment_LI_NonGuidedSelfHelpBook,CountTherapyEndTreatment_LI_GuidedSelfHelpComputer,CountTherapyEndTreatment_LI_NonGuidedSelfHelpComputer,CountTherapyEndTreatment_LI_StructuredPhysicalActivity,CountTherapyEndTreatment_LI_PsychoEducationalPeerSupport,CountTherapyEndTreatment_LI_Signposting,CountTherapyEndTreatment_LI_Other,CountTherapyEndTreatment_HI_AppliedRelaxation,CountTherapyEndTreatment_HI_CouplesTherapyForDepression,CountTherapyEndTreatment_HI_CollaborativeCare,CountTherapyEndTreatment_HI_CounsellingForDepression,CountTherapyEndTreatment_HI_ShortTermPsychoDynamicPsychotherapy,CountTherapyEndTreatment_HI_EyeMovementDesensitisationReprocessing,CountTherapyEndTreatment_HI_Mindfulness,CountTherapyEndTreatment_HI_CognitiveBehaviourTherapy,CountTherapyEndTreatment_HI_InterpersonalPsychoTherapy,CountTherapyEndTreatment_HI_InternetEnabledTherapy,CountTherapyEndTreatment_HI_Other,CountTherapyEndTreatment_EmploymentSupport,CountTherapyEndTreatment_LastNotStated
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,20,*,855,*,*,5,*,40,*,*,*,5,*,*,*,70,*,5,5,*,130
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,15,*,*,60,*,*,*,5,*,*,*,*,*,*,*,55,*,5,5,*,40
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,5,*,*,*,*,40,*,5,*,*,*,*,*,*,*,15,*,*,*,*,15
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Other low intensity,2100,25,990,90,*,60,*,4000,*,415,5,840,90,130,15,5170,35,190,1430,10,340
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,5,*,75,*,5,*,*,*,*,*,*,5,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Collaborative care,10,*,*,*,*,*,*,10,*,*,*,*,*,*,*,10,*,*,*,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Counselling for depression,5,*,*,*,*,*,*,30,*,10,*,1230,15,10,*,175,*,*,60,*,600
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,20,*,*,*,*,*,*,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,40,*,35,*,*,*,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,10,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),555,70,240,205,*,115,*,955,*,85,5,625,40,115,*,7455,40,65,300,5,1585
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,5,*,10,*,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,*,*,10
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Other high intensity,710,15,600,5,*,520,*,600,*,15,*,415,35,40,*,1310,20,*,445,*,115
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,200,*
Commissioning Region,Y61,EAST OF ENGLAND COMMISSIONING REGION,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,205,*,90,*,*,*,*,40,*,*,*,5,10,10,*,730,*,475,15,*,6920
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Guided self help book,8770,200,2905,375,*,215,*,505,*,25,345,2345,15,180,15,6025,70,1110,150,30,2260
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,820,185,270,150,*,70,*,90,*,*,35,445,*,65,*,1220,5,140,35,*,735
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,175,*,1100,10,*,*,*,15,*,*,*,25,*,*,*,150,*,185,*,*,85
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,80,10,40,185,*,*,*,25,*,*,*,20,*,*,*,75,*,25,*,*,115
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,105,*,30,15,*,120,*,25,*,*,10,40,*,5,*,95,*,*,*,*,30
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Other low intensity,2450,40,1055,220,*,70,*,3240,5,*,*,1165,*,115,15,3340,30,170,600,25,1160
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,45,*,15,*,*,*,*,*,*,*,*,10
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Collaborative care,1815,*,630,*,*,90,*,*,*,*,2010,1415,*,45,10,1975,*,170,25,5,300
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Counselling for depression,95,*,35,5,*,20,*,20,*,10,5,4760,10,20,*,410,5,10,55,*,650
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,75,*,30,*,*,*,*,*
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,5,*,*,*,*,*,*,*,*,100,*,*,*,*,*,15
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),1425,35,1265,75,*,280,*,75,*,*,45,515,20,200,15,8305,40,685,175,10,640
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,110,*,*,10
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Other high intensity,360,*,5,25,*,10,*,125,*,*,30,340,*,25,5,1370,5,*,765,*,415
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,NULL,Employment Support,10,*,*,*,*,*,*,*,*,*,*,5,*,*,*,10,*,*,*,*,*
Commissioning Region,Y62,NORTH WEST COMMISSIONING REGION,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,145,*,250,*,*,*,*,140,*,*,*,10,*,5,5,275,*,220,10,*,4300
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Guided self help book,6045,80,240,110,*,230,*,795,10,10,*,1135,*,95,*,2745,105,50,95,10,1450
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,2570,505,195,890,*,260,*,15,*,*,*,625,*,50,*,5115,120,105,100,*,1850
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,300,*,1695,15,*,10,*,85,*,*,*,25,*,10,*,240,20,635,*,*,40
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,10,*,*,180,*,*,*,*,*,*,*,*,*,*,*,55,*,50,*,*,25
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,240,20,110,15,*,945,*,210,5,*,*,180,*,20,*,425,30,15,10,*,90
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Low intensity,Other low intensity,8080,10,2800,75,*,1665,*,5740,*,35,*,4810,*,395,25,8050,805,1125,2480,20,450
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Applied relaxation,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,145,*,15,*,*,*,*,*,*,*,*,30
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Collaborative care,2305,*,440,*,*,30,*,*,*,10,120,445,*,185,*,2470,165,140,*,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Counselling for depression,45,*,15,*,*,10,*,135,*,10,*,4000,*,15,*,140,35,*,20,*,205
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,10,*,150,*,50,*,*,*,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,10,*,*,*,*,*,*,10,*,*,*,*,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),405,5,195,30,*,55,*,300,*,*,*,380,*,150,*,5170,85,20,50,*,125
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),5,*,*,*,*,*,*,*,*,*,*,10,*,*,*,35,195,*,5,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,90,*,*,20
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,High intensity,Other high intensity,320,*,50,5,*,*,*,130,*,*,*,195,*,45,*,1075,50,50,1070,10,70
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Commissioning Region,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,640,*,285,10,*,40,*,80,5,*,*,145,*,40,*,1355,35,215,15,*,4845
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Guided self help book,285,*,40,10,*,15,*,70,*,*,*,40,*,*,*,150,10,*,20,*,5
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,*,*,*,*,10
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,20,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Low intensity,Other low intensity,305,*,30,*,*,*,*,345,*,*,*,190,20,5,*,685,30,20,80,*,10
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,10,*,*,*,345,*,*,*,35,*,*,10,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,5,25,*,*,5,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),250,*,5,10,*,5,*,265,*,*,*,330,40,10,*,2250,15,15,20,*,10
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,High intensity,Other high intensity,600,*,*,55,*,35,*,20,*,15,*,150,55,15,*,785,95,*,165,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,UNKNOWN,UNKNOWN,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Guided self help book,2815,*,420,*,*,20,*,10,*,*,300,935,*,30,*,1070,*,155,*,*,5
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,10
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,15,*,125,*,*,*,*,*,*,*,*,5,*,*,*,5,*,5,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,15,*,10,*,*,10,*,*,*,*,10,20,*,*,*,30,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Low intensity,Other low intensity,595,*,30,*,*,*,*,1765,*,*,*,450,*,35,5,1105,*,35,35,10,65
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,10,*,10,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Collaborative care,1490,*,505,*,*,45,*,*,*,*,1525,1235,*,35,*,1390,*,150,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Counselling for depression,35,*,5,*,*,*,*,10,*,*,5,615,*,5,*,60,*,*,25,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,5,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,65,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),100,*,50,*,*,*,*,10,*,*,25,110,*,25,*,1065,*,*,40,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,High intensity,Other high intensity,30,*,*,*,*,*,*,30,*,*,*,60,*,*,*,350,*,*,370,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QE1,HEALTHIER LANCASHIRE AND SOUTH CUMBRIA,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15
STP,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Therapy type recorded at start of treatment,Low intensity,Guided self help book,1785,*,25,*,*,55,*,490,5,5,*,385,*,45,*,795,*,*,25,*,705
STP,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,175,45,25,190,*,50,*,10,*,*,*,105,*,5,*,350,*,*,25,*,390
STP,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,70,*,*,*,*,10,*,*,*,*,*,*,*,*,*,30,*,*,*
STP,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,20,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10
STP,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
STP,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,20,10,*,10,*,630,*,90,5,*,*,20,*,*,*,55,*,*,10,*,60
